"V1","V2","V3","V4","V5","V6","V7","V8","V9","type","site","quadrat"
0.0788684124925366,0.0654278523512958,0.0806171319773687,0.053446097177329,0.0942571601231598,0.0654624758894042,0.0594734553694655,0.047786851114313,0.097089730093855,"morph","WFDP","A01"
0.0692912249886088,0.0844724029777117,0.0816333382699767,0.0825075830146157,0.0591553926882945,0.0805891436422966,0.0586302552594732,0.0967323396824443,0.0840217345806597,"morph","WFDP","A02"
0.100893830375413,0.0997588293052667,0.107265337177263,0.142710726740924,0.13437253691391,0.0888509859002041,0.122692494963077,0.119312267416787,0.126325384888875,"morph","WFDP","A03"
0.0999024781869362,0.112589926072847,0.119079643076155,0.10091916710553,0.101669036442519,0.0743419374357047,0.170611666014005,0.0603057224174883,0.148863358212217,"morph","WFDP","A04"
0.072929030883685,0.097901862887778,0.0856327885565014,0.0948067553066671,0.0704955182204985,0.104366416566345,0.0583969613976823,0.0785158179397205,0.110770079403943,"morph","WFDP","A05"
0.138806980095118,0.100189136620207,0.147493441464698,0.106726509057476,0.094239353477651,0.149566516224505,0.111003179779902,0.150892153147857,0.131463301182606,"morph","WFDP","A06"
0.108783104455518,0.152168618575454,0.139402525391407,0.110489440195337,0.0984545606166552,0.109419095545437,0.0880865831758398,0.0851453652137935,0.0821967623524036,"morph","WFDP","A07"
0.10795194393714,0.112755107934373,0.125153700727169,0.0994462141672522,0.0896800451610888,0.107600059058938,0.135318190967029,0.0899409770263036,0.129490273776968,"morph","WFDP","A08"
0.119958159004419,0.0652395518164553,0.156677990880225,0.0807210310277882,0.105495799390699,0.168686318182851,0.131594421149416,0.0889173560420614,0.102740936778394,"morph","WFDP","A09"
0.0633657756344874,0.0612996669972371,0.0933233956123006,0.0744993040001453,0.0643380135502974,0.179499338954733,0.0742080951339355,0.0712034604777552,0.116708736325518,"morph","WFDP","A10"
0.0782831651992903,0.127768677331457,0.0722594230770371,0.0751995322394536,0.0968833542233806,0.0580979756300496,0.111125930625589,0.0556924493707616,0.0962338441596709,"morph","WFDP","A11"
0.107319690936159,0.10928795172181,0.180829402313322,0.134957564871937,0.117969234882134,0.0832220122435601,0.0963462928528893,0.0974554391401271,0.117784548922977,"morph","WFDP","A12"
